5,35,70,105,140,175,595,245,280,560,350,385,420,455,490,525,315,210,630,6,6,6,6,6,6,6,6,2,6,6,6,6,6,1,6,6,7,beers[14] < pivot
6,35,70,105,140,175,595,245,280,560,350,385,420,455,490,525,315,210,630,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,7,beers[15] >= pivot
9,35,70,105,140,175,595,245,280,560,350,385,420,455,490,525,315,210,630,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,6,6,7,beers[14] <= pivot
10,35,70,105,140,175,595,245,280,560,350,385,420,455,490,525,315,210,630,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,6,6,7,i >= j
18,35,70,105,140,175,595,245,280,560,350,385,420,455,490,525,315,210,630,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,6,6,7,swap beers[15] and pivot
19,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,6,6,6,6,6,6,6,6,7,6,6,6,6,6,2,6,6,1,
20,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,6,6,6,6,6,1,6,6,7,6,6,6,6,6,2,6,6,6,
23,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,6,6,6,6,6,1,6,6,7,6,6,6,6,6,2,6,6,6,
26,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,6,6,6,6,6,1,6,6,7,6,6,6,6,6,2,6,6,6,left quicksort(0, 14)
0,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,6,6,6,6,6,1,6,6,7,6,6,6,6,6,2,6,6,6,
2,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,6,6,6,6,6,1,6,6,7,6,6,6,6,6,2,6,6,6,
3,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,6,6,6,6,6,0,6,6,0,6,6,6,6,6,2,6,6,0,
4,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,6,6,6,6,6,0,6,6,0,6,6,6,6,6,2,6,6,0,
6,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,1,6,6,6,6,0,6,6,0,6,6,6,6,6,2,6,6,0,beers[0] >= pivot
7,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,1,6,6,6,6,0,6,6,0,6,6,6,6,2,7,6,6,0,beers[13] > pivot
7,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,1,6,6,6,6,0,6,6,0,6,6,6,2,6,7,6,6,0,beers[12] > pivot
9,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,1,6,6,6,6,0,6,6,0,6,6,2,6,6,7,6,6,0,beers[11] <= pivot
11,35,70,105,140,175,595,245,280,630,350,385,420,455,490,525,315,210,560,1,6,6,6,6,0,6,6,0,6,6,2,6,6,7,6,6,0,swap beers[0] and beers[11]
12,420,70,105,140,175,595,245,280,630,350,385,35,455,490,525,315,210,560,2,6,6,6,6,0,6,6,0,6,6,1,6,6,7,6,6,0,
15,420,70,105,140,175,595,245,280,630,350,385,35,455,490,525,315,210,560,2,6,6,6,6,0,6,6,0,6,6,1,6,6,7,6,6,0,
16,420,70,105,140,175,595,245,280,630,350,385,35,455,490,525,315,210,560,2,6,6,6,6,0,6,6,0,6,6,1,6,6,7,6,6,0,beers[11] = pivot; swap beers[11] & beers[13]
17,490,70,105,140,175,595,245,280,630,350,385,35,455,420,525,315,210,560,6,6,6,6,6,0,6,6,0,6,6,1,6,2,7,6,6,0,
4,490,70,105,140,175,595,245,280,630,350,385,35,455,420,525,315,210,560,6,6,6,6,6,0,6,6,0,6,6,1,6,2,7,6,6,0,
6,490,70,105,140,175,595,245,280,630,350,385,35,455,420,525,315,210,560,6,1,6,6,6,0,6,6,0,6,6,6,6,2,7,6,6,0,beers[1] >= pivot
7,490,70,105,140,175,595,245,280,630,350,385,35,455,420,525,315,210,560,6,1,6,6,6,0,6,6,0,6,2,6,6,6,7,6,6,0,beers[10] > pivot
7,490,70,105,140,175,595,245,280,630,350,385,35,455,420,525,315,210,560,6,1,6,6,6,0,6,6,0,2,6,6,6,6,7,6,6,0,beers[9] > pivot
9,490,70,105,140,175,595,245,280,630,350,385,35,455,420,525,315,210,560,6,1,6,6,6,0,6,6,0,6,6,6,6,6,7,2,6,0,beers[8] <= pivot
11,490,70,105,140,175,595,245,280,630,350,385,35,455,420,525,315,210,560,6,1,6,6,6,0,6,6,0,6,6,6,6,6,7,2,6,0,swap beers[1] and beers[8]
12,490,315,105,140,175,595,245,280,630,350,385,35,455,420,525,70,210,560,6,2,6,6,6,0,6,6,0,6,6,6,6,6,7,1,6,0,
13,490,315,105,140,175,595,245,280,630,350,385,35,455,420,525,70,210,560,6,2,6,6,6,0,6,6,0,6,6,0,6,6,7,1,6,0,beers[1] = pivot; swap beers[1] & beers[0]
14,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,2,6,6,6,0,6,6,0,6,6,1,6,6,7,0,6,0,
15,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,2,6,6,6,0,6,6,0,6,6,1,6,6,7,0,6,0,
4,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,2,6,6,6,0,6,6,0,6,6,1,6,6,7,0,6,0,
5,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,2,1,6,6,0,6,6,0,6,6,6,6,6,7,0,6,0,beers[2] < pivot
5,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,2,6,1,6,0,6,6,0,6,6,6,6,6,7,0,6,0,beers[3] < pivot
6,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,2,6,6,1,0,6,6,0,6,6,6,6,6,7,0,6,0,beers[4] >= pivot
7,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,6,6,6,1,0,6,2,0,6,6,6,6,6,7,0,6,0,beers[7] > pivot
7,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,6,6,6,1,0,2,6,0,6,6,6,6,6,7,0,6,0,beers[6] > pivot
7,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,6,6,6,1,0,6,6,0,6,6,6,6,6,7,0,2,0,beers[5] > pivot
7,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,6,6,6,1,0,6,6,0,6,6,6,6,6,7,0,6,0,beers[4] > pivot
9,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,6,6,2,1,0,6,6,0,6,6,6,6,6,7,0,6,0,beers[3] <= pivot
10,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,6,6,2,1,0,6,6,0,6,6,6,6,6,7,0,6,0,i >= j
18,490,315,105,140,175,595,245,280,630,350,385,70,455,420,525,35,210,560,6,6,6,2,1,0,6,6,0,6,6,6,6,6,7,0,6,0,swap beers[4] and pivot
19,490,315,105,140,525,595,245,280,630,350,385,70,455,420,175,35,210,560,6,6,6,2,7,0,6,6,0,6,6,6,6,6,1,0,6,0,
20,490,315,105,140,525,595,245,280,630,350,385,70,455,420,175,35,210,560,6,6,6,2,7,0,6,6,0,6,6,6,6,6,6,0,1,0,
23,490,315,105,140,525,595,245,280,630,350,385,70,455,420,175,35,210,560,6,6,6,2,7,0,6,6,0,6,6,6,6,6,6,0,1,0,
26,490,315,105,140,525,595,245,280,630,350,385,70,455,420,175,35,210,560,6,6,6,2,7,0,6,6,0,6,6,6,6,6,6,0,1,0,left quicksort(0, 3)
0,490,315,105,140,525,595,245,280,630,350,385,70,455,420,175,35,210,560,6,6,6,2,7,0,6,6,0,6,6,6,6,6,6,0,1,0,
2,490,315,105,140,525,595,245,280,630,350,385,70,455,420,175,35,210,560,6,6,6,2,7,0,6,6,0,6,6,6,6,6,6,0,1,0,
3,490,315,105,140,525,595,245,280,630,350,385,70,455,420,175,35,210,560,0,0,6,2,0,0,0,0,0,0,0,6,0,0,0,6,0,0,
4,490,315,105,140,525,595,245,280,630,350,385,70,455,420,175,35,210,560,0,0,6,2,0,0,0,0,0,0,0,6,0,0,0,6,0,0,
6,490,315,105,140,525,595,245,280,630,350,385,70,455,420,175,35,210,560,0,0,6,2,0,0,0,0,0,0,0,6,0,0,0,1,0,0,beers[0] >= pivot
9,490,315,105,140,525,595,245,280,630,350,385,70,455,420,175,35,210,560,0,0,2,7,0,0,0,0,0,0,0,6,0,0,0,1,0,0,beers[2] <= pivot
11,490,315,105,140,525,595,245,280,630,350,385,70,455,420,175,35,210,560,0,0,2,7,0,0,0,0,0,0,0,6,0,0,0,1,0,0,swap beers[0] and beers[2]
12,490,315,35,140,525,595,245,280,630,350,385,70,455,420,175,105,210,560,0,0,1,7,0,0,0,0,0,0,0,6,0,0,0,2,0,0,
13,490,315,35,140,525,595,245,280,630,350,385,70,455,420,175,105,210,560,0,0,1,7,0,0,0,0,0,0,0,6,0,0,0,2,0,0,beers[0] = pivot; swap beers[0] & beers[0]
14,490,315,35,140,525,595,245,280,630,350,385,70,455,420,175,105,210,560,0,0,1,7,0,0,0,0,0,0,0,6,0,0,0,2,0,0,
15,490,315,35,140,525,595,245,280,630,350,385,70,455,420,175,105,210,560,0,0,1,7,0,0,0,0,0,0,0,6,0,0,0,2,0,0,
4,490,315,35,140,525,595,245,280,630,350,385,70,455,420,175,105,210,560,0,0,1,7,0,0,0,0,0,0,0,6,0,0,0,2,0,0,
5,490,315,35,140,525,595,245,280,630,350,385,70,455,420,175,105,210,560,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,2,0,0,beers[1] < pivot
6,490,315,35,140,525,595,245,280,630,350,385,70,455,420,175,105,210,560,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,1,0,0,beers[2] >= pivot
9,490,315,35,140,525,595,245,280,630,350,385,70,455,420,175,105,210,560,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,1,0,0,beers[1] <= pivot
10,490,315,35,140,525,595,245,280,630,350,385,70,455,420,175,105,210,560,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,1,0,0,i >= j
18,490,315,35,140,525,595,245,280,630,350,385,70,455,420,175,105,210,560,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,1,0,0,swap beers[2] and pivot
19,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,0,0,
20,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,
23,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,
26,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,left quicksort(0, 1)
0,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,
2,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,
3,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
4,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
6,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,beers[0] >= pivot
7,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,beers[0] > pivot
8,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,j == left
9,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,beers[0] <= pivot
10,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,i >= j
18,490,315,35,105,525,595,245,280,630,350,385,70,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,swap beers[0] and pivot
19,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
20,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
23,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
26,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,left quicksort(0, -1)
0,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
1,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,beers[-1]  <= beers[0]; return
27,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,right quicksort(1, 1)
0,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
1,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,beers[1]  <= beers[1]; return
28,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
27,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,right quicksort(1, 3)
0,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
2,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
3,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
4,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
5,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,beers[1] < pivot
5,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,beers[2] < pivot
6,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,beers[3] >= pivot
9,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,beers[2] <= pivot
10,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,i >= j
18,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,swap beers[3] and pivot
19,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
23,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
26,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,left quicksort(1, 2)
0,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
2,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
3,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
4,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
6,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beers[1] >= pivot
9,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beers[1] <= pivot
10,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i >= j
18,490,315,70,105,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,swap beers[1] and pivot
19,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
23,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
26,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,left quicksort(1, 0)
0,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
1,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,beers[0]  <= beers[1]; return
27,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,right quicksort(2, 2)
0,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
1,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,beers[2]  <= beers[2]; return
28,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
27,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,right quicksort(2, 3)
0,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
2,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
3,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
4,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
5,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,beers[2] < pivot
6,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,beers[3] >= pivot
9,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,beers[2] <= pivot
10,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,i >= j
18,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,swap beers[3] and pivot
19,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
23,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
26,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,left quicksort(2, 2)
0,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
1,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,beers[2]  <= beers[2]; return
27,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,right quicksort(4, 3)
0,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
1,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,beers[3]  <= beers[4]; return
28,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
28,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
28,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
27,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,right quicksort(4, 14)
0,490,315,105,70,525,595,245,280,630,350,385,35,455,420,175,140,210,560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,
